document_id,clean_text,sentiment
1655,indian celebrity tweeted hypocrisy peak,Neutral
1656,mama bear person,Neutral
1657,another day office brave wonen man everbody movement stay home watch tv drink beer eat popcorn nobody hot hurt,Positive
1658,defund deer park police,Neutral
1659,please take moment listen segment around important shared heard broadly retort judge chu sentencing remark feel anger frustration passion,Negative
1660,justice,Neutral
1661,apparently violently breaking peaceful protester,Negative
1662,anti racist poet infected polish feminist aid,Neutral
1663,mark gumm teacher educator amp coaching background man verizon innovative learning coach forwardedge,Positive
1664,board council medical scheme incompetent spirituality,Negative
1665,agree criminal also right black men killed racist,Negative
1666,board council medical scheme incompetent spirituality,Negative
1667,synopsis journalist prosecution argument chilling via,Negative
1668,board council medical scheme incompetent spirituality,Negative
1669,board council medical scheme incompetent spirituality,Negative
1670,merrick say killer targeted chased shot killed,Negative
1671,board council medical scheme incompetent spirituality,Negative
1672,fri jul new york city new york police beat protester baton watch city citynew york,Positive
1673,amp know owner amp together today amp,Neutral
1674,board council medical scheme incompetent spirituality,Negative
1675,board council medical scheme incompetent spirituality,Negative
1676,excited talk historian adolph reed south jim crow afterlives new coming ear pavement march,Positive
1677,asian life matter,Neutral
1678,arbery murderer found guilty federal hate crime,Negative
1679,yes sister vote time welfare midwestern farmer yet farmer cannot get access federal fund sending billion ukraine,Neutral
1680,african streaming platform tomorrow kindly share let push beauty history africa world kindly subscribe youtube channel,Positive
1681,black black,Negative
1682,defend black life rally demanding change system oppression,Negative
1683,yes thank god amazing strong extraordinary black woman nothing like,Positive
1684,board council medical scheme incompetent spirituality,Negative
1685,board council medical scheme incompetent spirituality,Negative
1686,baffled difficult white liberal understand difference culture amp color via,Negative
1687,black history deep,Negative
1688,africa ethiopia hamer tribe first time saw toothbrush,Positive
1689,nicolas latifi want f come together combat online abuse f split supporting racism f half driver took knee n half stood giving single fuck man fuck outta shit,Negative
1690,black history month honoring black excellence story individual impacted country world today spotlight race aviatrix world bessie coleman happy black history month,Positive
1691,never forget,Neutral
1692,amp like huge proportion black men jail good luck,Positive
1693,price hatred worth,Positive
1694,board council medical scheme incompetent spirituality,Negative
1695,protest ongoing abuse palestinian human right purchase one mansion,Positive
1696,three white men william roddie bryan gregory mcmichael travis mcmichael murdered black man ahmaud arbery found guilty federal count hate crime kidnapping charge,Negative
1697,reprehensible sick sorry happened,Negative
1698,latjor tuel family dealing unimaginable loss right need community support,Positive
1699,murderer one countless case go,Neutral
1700,defund fulton police,Neutral
1701,frankly agree democrat done black republican done black time unity sit election,Negative
1702,best news long time victory civil right black people freedom,Positive
1703,need era truth telling reconciliation,Neutral
1704,christian taylor,Neutral
1705,board council medical scheme incompetent spirituality,Negative
1706,bad black relative latino friend time likely stopped searched tossed curb back squad car white colleague congrats,Negative
1707,board council medical scheme incompetent spirituality,Negative
1708,board council medical scheme incompetent spirituality,Negative
1709,think suffered without tape rolling,Neutral
